data_id,keep,tear_gas_context,notes
7668873,1,less lethal rubber bullets and An incident was also reported,"On 29 May 2020, people demonstrated in San Jose (California) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters threw bottles and rocks at police and officers responding with 'less lethal' rubber bullets and tear gas. An incident was also reported in which an SUV drove toward demonstrators and reportedly hit two of them while driving in reverse. The driver was arrested on attempted murder charges. [size=no report] [car ramming]"
8362441,1,at the police Police fired and pepper balls and made,"On 29 May 2020, rioters demonstrated in Indianapolis (Indiana), over the death of George Floyd and in support of the Black Lives Matter movement. Over 30 businesses were damaged including one CVS that was looted and set on fire. Rioters also threw objects at the police. Police fired tear gas and pepper balls and made 27 arrests. The riots continued until the next morning. Journalists were also targeted by the police with pepper spray at the demonstration. [size=no report]"
7598295,1,who eventually made us of and flash bangs among other,"On 29 May 2020, people demonstrated in Dallas (Texas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when a group of rioters clashed with officials, who eventually made us of tear gas and flash bangs, among other things, to disperse demonstrators. A photojournalist was allegedly deliberately tear gassed by police. [size=no report]"
8363992,1,Police used pepper spray and and made 12 arrests size,"On 29 May 2020, over 1000 demonstrations were held in Des Moines (Iowa) over the death of George Floyd at the hands of Minneapolis police. Police vehicles and buildings were damaged. Police used pepper spray and tear gas and made 12 arrests. [size=over 1000]"
7598297,1,by punching demonstrators and firing canisters 60 people were arrested,"On 29 May 2020, about 1500 people demonstrated in downtown Detroit (Michigan) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when rioters threw rocks and bottles at police officers. Police intervened by punching demonstrators and firing tear gas canisters. 60 people were arrested, including some non-residents of Detroit. A police officer was struck in the head by a rock and hospitalized, while other officers had minor injuries. (There are reports of a man shot and killed in a vehicle in the general vicinity, though reports suggest that the shooting had no connection to the demonstration). [size=about 1500] [suggested agents provocateurs]"
7598335,1,Department used a helicopter and to dispersed the crowd after,"On 29 May 2020, an unreported number of people rioted in Albuquerque (New Mexico) in support of the Black Lives Matter movement and against police brutality. The Albuquerque Police Department used a helicopter and tear gas to dispersed the crowd after several police car windows were broken during a confrontation. [size=no report]"
7698696,1,Police used foam rounds and There were reports of people,"On 28 May 2020, up to 100 people rioted in Fontana (California) in support of the Black Lives Matter movement and against police brutality. People blocked traffic and threw rocks at windows of businesses, government offices and passing cars. Police used foam rounds and tear gas. There were reports of people being assaulted by unidentified rioters that resulted in minor injuries. 9 people were arrested. [size=up to 100]"
7668874,1,Target was looted Police used On 20 July police found,"On 28 May 2020, thousands of people demonstrated in Minneapolis (Minnesota) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters set fire to a police precinct and an apartment. At least 20 buildings near the police precinct were destroyed. Throughout the Twin Cities (Minneapolis and St. Paul) over 100 businesses were damaged. At least one business (Target) was looted. Police used tear gas. On 20 July, police found a dead body that 'appears to have suffered thermal injury' in a pawn shop burned down on the night of 28 May. A man was charged in June for setting fire to that pawn shop, which was caught on camera. Four people were arrested, including 3 CNN crew members, who identified themselves as journalists. Another man, a member of the Boogaloo Boys, shot 13 rounds at the south Minneapolis police headquarters while people were inside and yelled 'Justice for Floyd.' He also looted and helped set the building ablaze. [size=thousands] [suggested agents provocateurs]"
8362428,1,items at police Police used on the demonstrators size about,"On 28 May 2020, about 200-400 people demonstrated in Columbus (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when businesses and the Ohio Statehouse were damaged. Some people threw water bottles, smoke bombs, and other items at police. Police used tear gas on the demonstrators. [size=about 200-400]"
8425195,1,police officers Police responded with canisters and pepper spray A,"On 28 May 2020, people staged a demonstration in Denver (Colorado) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration later turned violent as demonstrators threw fireworks at police officers. Police responded with tear gas canisters and pepper spray. A police officer shot two photojournalists with pepper balls. A few demonstrators were also arrested. A black SUV also intentionally ran over one of the demonstrators while they were gathering in the street. Authorities also confirmed that six or seven shots were fired toward the Capitol building at around 5:35 p.m. It was not immediately clear where the shots were fired from and if the demonstrators were the targets of the shooting. [size=no report] [car ramming] [armed]"
8425197,1,wooden batons releasing clouds of and firing a barrage of,"On 28 May 2020, 500-600 people demonstrated in Louisville (Kentucky) against the police shooting of Breonna Taylor and in support of Black Lives Matter. Police confronted demonstrators with wooden batons, releasing clouds of tear gas and firing a barrage of paintballs at the crowd. Gunfire erupted as the clash escalated at night. An LMPD spokesperson claimed that Louisville police did not shoot their guns. Dozens of vehicles and buildings sustained property damage. The event left 7 people shot, including at least one gunshot victim in critical condition. [size=500-600] [armed]"
8478590,1,Police fired rubber bullets and at thousands of demonstrators Four,"On 27 May 2020, a Black Lives Matter demonstration in Minneapolis (Minnesota) sparked by George Floyd's death morphed into widespread riots, looting, and arson. One person was shot and killed by a store owner during the demonstrations. Several buildings were set on fire throughout the night. Police fired rubber bullets and tear gas at thousands of demonstrators. Four journalists were also tear gassed while reporting, physically yanked away and two of them were struck by rubber bullets, one in the eye and the other in the chest, during the incident. The first act of violence of the day was the smashing of windows by a White man with an umbrella dubbed the 'umbrella man' by the media. Later, an investigation determined that the man was part of a group called the Aryan Cowboys, a white supremacist prison and street gang. Another man, a member of the Boogaloo Boys, was also present inciting violence and has since been charged. [size=thousands] [suggested agents provocateurs]"
7698655,1,people to leave before deploying 1 person was arrested for,"On 27 May 2020, a large crowd protested outside a house in Oakdale (Minnesota) in support of Black Lives Matter and against police brutality and the death of George Floyd. The house belongs to the police officer who was seen kneeling on George Floyd's neck before he died. Police arrived and warned people to leave before deploying tear gas. 1 person was arrested for unlawful assembly and obstruction of legal process. 5 others were arrested and released at the scene. No further violence or injuries were reported. [size=a large crowd]"
7613916,1,30 prison guards responded with and pepper spray to quell,"On 8 April 2020, several inmates revolted at the FCI Oakdale Prison in Oakdale (Louisiana) against inadequate health and safety measures being taken at the prison during the coronavirus pandemic. At least 30 prison guards responded with tear gas and pepper spray to quell the revolt. No fatalities reported. [size=at least 30]"
